SEARCH,YEARS,PATTRN,HASHfile
enable-media-replace, 2022 ,[eE]nable [mM]edia [rR]eplace|[Ee]nable-[Mm]edia-[Rr]eplace,/tmp/work/23b/99478cc27f12d775ecc0e902c3e35c0c91898880394e877c2d120e1cad6234d4
enable-media-replace, 2022 ,[eE]nable [mM]edia [rR]eplace|[Ee]nable-[Mm]edia-[Rr]eplace,/tmp/work/23b/95debb44a33d65ac64827caf76b75ea0d0d03366f869ff96cb86724f10bcebb0
