SEARCH,YEARS,PATTRN,HASHfile
mbrtowc, 2018 ,mbrtowc,/tmp/work/0/0907a2ca8236156ec40c9a9529aac687ae54aad135a82e58eb3f2053fc2d4a6c
mbrtowc, 2018 ,mbrtowc,/tmp/work/2/2dd0f99c516c9501752881353d530b5ee9e3e88b61d527555b53dcf5799332dc
mbrtowc, 2016 ,mbrtowc,/tmp/work/3/3771292538cb50946a91f6a29880848ec182ea39b1960be268ea5339be9ef2e8
mbrtowc, 2018 ,mbrtowc,/tmp/work/3/32364e10644f67383a06973698c6f72d14ea1499d22cc7ccd95f8182b86e82ae
mbrtowc, 2019 ,mbrtowc,/tmp/work/3/3c8d6c43fc927a1d5e7e672239bb08094134c2bfd9ec5323e152b55a934caae1
mbrtowc, 2018 ,mbrtowc,/tmp/work/5/57b50f92b6b771537fdd7dc9101d90df060cc4eb3dfeffb991bfa878b7390976
mbrtowc, 2016 2018 ,mbrtowc,/tmp/work/5/5c95440ab2e758b35005aeaf08360a41afabf18e00cd88c1254ce1d44d2fa903
mbrtowc, 2017 ,mbrtowc,/tmp/work/9/94149f925990cf7ece20a08ff9c129e84abea2bb5e4898c1abc006910e6ee0ed
mbrtowc, 2019 ,mbrtowc,/tmp/work/9/954680e7549555cfcdc8944425a8a9f70689acc2ca07e6cb34cc8bf516ed1cdc
mbrtowc, 2018 ,mbrtowc,/tmp/work/9/95b2de8d48eae5836a451748c80201c4687bfcd7d7000e9aeca5aa5dc02600b1
mbrtowc, 2016 ,mbrtowc,/tmp/work/a/a0566a136a923031322b83ea29b5e9fff5f74b52eb1a388105f39f3678d4c056
mbrtowc, 2015 ,mbrtowc,/tmp/work/b/bb06d9b7c4a821e78faf721a5f4b381f2ebd7059c8d6c2ef52ac6b600064d74a
mbrtowc, 2017 ,mbrtowc,/tmp/work/b/be8473982cfaa48c1421b8e859ce103e3559d49f1e8ce1040172f08a74809081
mbrtowc, 2015 ,mbrtowc,/tmp/work/d/db393b6cb2ac9faa31fb090c734ed1b8d404a229f0d5c360c75270ac938178fb
mbrtowc, 2018 ,mbrtowc,/tmp/work/d/d678936ce0699e588e731b8d4bc631cdaa0f4c4ecff79df9c0ad983c6bcb9fea
mbrtowc, 2019 ,mbrtowc,/tmp/work/e/ed961c845f9d09ef86a013795fdf28b5945e7da3592bddf460a64b3c46b97548
